Student_ID,math_score,reading_score,writing_score,parental_level_of_education,lunch_plan,test_preparation_course,Gender,Year_Group
0849A9259271,40,44,39,1,1,0,M,"Group E"
37808CD38737,70,62,58,1,2,1,M,"Group E"
975B6F95D4AE,70,66,56,4,2,0,M,"Group E"
52C681C4BB58,79,59,62,3,2,1,M,"Group E"
C3A1689DC962,87,82,75,2,2,0,M,"Group E"
0E13F6C2C762,79,85,82,1,1,1,M,"Group E"
DD07CD125535,79,66,69,5,2,0,M,"Group E"
CDF2F698C392,83,82,79,5,2,1,M,"Group E"
C1FE5D19F013,86,64,66,4,2,0,M,"Group E"
CE48DF40E321,83,89,81,2,1,0,M,"Group E"
16DC7150CCD8,65,61,57,4,1,1,M,"Group E"
23498828DBAD,84,70,68,4,1,0,M,"Group E"
2E57E622CA59,69,64,69,6,2,1,M,"Group E"
E898000312DC,70,72,67,2,2,1,M,"Group E"
04495CEFE495,95,91,95,6,2,1,M,"Group E"
9AB24E51F16A,54,47,43,1,2,0,M,"Group E"
5189D8C1F336,66,59,57,4,2,0,M,"Group E"
A7522D288698,67,58,54,3,1,0,M,"Group E"
254077DBC4D5,68,68,65,3,1,1,M,"Group E"
35587BE80172,75,68,67,4,2,0,M,"Group E"
0DED9F9A8E71,94,84,86,4,2,0,M,"Group E"
A1099A67BA1C,97,84,79,1,2,0,M,"Group E"
70FF58B9C7DD,100,92,87,6,2,0,M,"Group E"
A02902536932,52,55,52,5,1,0,M,"Group E"
F5221FAF3D22,76,73,66,1,1,1,M,"Group E"
7BB547276B1E,80,70,67,2,1,0,M,"Group E"
A72A4B827F1F,94,91,83,4,2,0,M,"Group E"
83D31445FEF4,75,76,78,6,1,0,M,"Group E"
A2FFFCBD3D99,73,63,57,4,2,0,M,"Group E"
4A5D8A4FD2B4,77,76,71,5,2,0,M,"Group E"
4C6303134A1E,90,97,94,5,1,1,M,"Group E"
395FE2E19FE6,51,47,45,1,2,0,M,"Group E"
446C38A82833,75,61,57,1,2,0,M,"Group E"
2DA879154519,92,84,82,2,2,0,M,"Group E"
F0E46D5B7AF1,91,81,82,1,2,1,M,"Group E"
89F1B077BA34,86,70,73,4,2,0,M,"Group E"
CBDFAF9B7616,93,80,77,1,2,1,M,"Group E"
CD06AE4F3639,87,78,75,4,2,0,M,"Group E"
1A13D6CCAE8E,61,73,65,3,1,1,M,"Group E"
E982335D6BCA,71,70,63,1,1,1,M,"Group E"
D40F05782253,76,72,64,3,2,0,M,"Group E"
67E87F36DDEC,70,74,71,5,2,1,M,"Group E"
CC1C1725F728,65,57,47,1,2,0,M,"Group E"
FC51978DBF62,77,66,62,1,2,0,M,"Group E"
782682A38E93,80,78,77,3,2,1,M,"Group E"
7E12EF45845C,93,96,91,1,2,0,M,"Group E"
5D962802996C,71,69,65,3,1,0,M,"Group E"
832D9942C6B8,81,67,63,6,1,0,M,"Group E"
B875D6F4F4B3,100,100,99,3,2,1,M,"Group E"
211BCA3E5FEE,85,71,72,3,2,0,M,"Group E"
B3FC85821768,58,45,41,2,1,0,M,"Group E"
ABAD74B3A465,79,77,76,3,2,1,M,"Group E"
